track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence
55.0,pop,indie poptimism,0.79,0.675,11.0,-6.952,0.0,0.319,0.166,1.36e-05,0.103,0.363
72.0,pop,indie poptimism,0.569,0.645,5.0,-7.368,1.0,0.0387,0.118,0.00114,0.146,0.247
63.0,pop,indie poptimism,0.35,0.476,5.0,-10.653,1.0,0.034,0.765,0.0039,0.0785,0.293
48.0,pop,indie poptimism,0.745,0.344,9.0,-11.841,0.0,0.0302,0.671,0.607,0.129,0.24
42.0,pop,indie poptimism,0.728,0.48,8.0,-9.599,1.0,0.0349,0.589,0.49,0.102,0.0943
52.0,pop,indie poptimism,0.839,0.536,2.0,-10.304,0.0,0.0682,0.361,0.922,0.0879,0.124
43.0,pop,indie poptimism,0.746,0.451,9.0,-9.065,0.0,0.146,0.181,0.892,0.0751,0.186
60.0,pop,indie poptimism,0.803,0.662,0.0,-8.073,1.0,0.0308,0.642,0.901,0.151,0.814
66.0,pop,indie poptimism,0.803,0.488,1.0,-9.303,1.0,0.0803,0.576,0.0609,0.0763,0.624
56.0,pop,indie poptimism,0.389,0.518,0.0,-11.343,0.0,0.0571,0.00861,0.275,0.144,0.44
61.0,pop,indie poptimism,0.686,0.373,11.0,-16.007,0.0,0.118,0.532,0.926,0.075,0.203
58.0,pop,indie poptimism,0.686,0.332,9.0,-11.759,1.0,0.0454,0.89,0.342,0.107,0.0745
52.0,pop,indie poptimism,0.693,0.67,11.0,-8.863,0.0,0.0425,0.388,0.772,0.152,0.725
54.0,pop,indie poptimism,0.752,0.584,7.0,-10.634,1.0,0.275,0.364,0.017,0.197,0.264
50.0,pop,indie poptimism,0.775,0.298,7.0,-13.01,1.0,0.314,0.913,0.00626,0.108,0.139
41.0,pop,indie poptimism,0.677,0.839,0.0,-6.712,1.0,0.0338,0.0851,0.842,0.0791,0.555
61.0,pop,indie poptimism,0.697,0.433,7.0,-9.822,0.0,0.052,0.614,0.042,0.0901,0.266
44.0,pop,indie poptimism,0.733,0.861,6.0,-5.445,1.0,0.13,0.00582,5e-05,0.0583,0.633
59.0,pop,indie poptimism,0.683,0.658,5.0,-5.46,0.0,0.0293,0.0874,0.000487,0.133,0.507
41.0,pop,indie poptimism,0.715,0.246,5.0,-17.751,1.0,0.0448,0.293,0.896,0.382,0.148
65.0,pop,indie poptimism,0.769,0.546,0.0,-8.27,0.0,0.0387,0.645,0.000231,0.0948,0.603
34.0,pop,indie poptimism,0.846,0.377,10.0,-13.698,0.0,0.169,0.385,0.847,0.0409,0.606
43.0,pop,indie poptimism,0.819,0.185,6.0,-19.975,1.0,0.11,0.908,0.612,0.387,0.705
61.0,pop,indie poptimism,0.636,0.474,5.0,-8.096,1.0,0.077,0.784,0.0613,0.113,0.571
59.0,pop,indie poptimism,0.342,0.609,8.0,-5.68,1.0,0.0943,0.185,0.00052,0.0799,0.401
53.0,pop,indie poptimism,0.892,0.685,10.0,-4.906,0.0,0.072,0.301,0.000744,0.0775,0.61
53.0,pop,indie poptimism,0.773,0.811,8.0,-7.373,1.0,0.233,0.522,0.105,0.135,0.609
55.0,pop,indie poptimism,0.562,0.68,2.0,-6.966,0.0,0.437,0.668,2.88e-06,0.255,0.499
62.0,pop,indie poptimism,0.871,0.472,4.0,-11.077,1.0,0.0756,0.74,0.286,0.145,0.707
43.0,pop,indie poptimism,0.661,0.515,2.0,-9.39,0.0,0.0806,0.166,0.0679,0.125,0.727
50.0,pop,indie poptimism,0.774,0.782,6.0,-4.906,0.0,0.14,0.623,0.19,0.121,0.665
52.0,pop,indie poptimism,0.623,0.647,10.0,-7.511,0.0,0.0301,0.022,0.00108,0.109,0.277
53.0,pop,indie poptimism,0.545,0.833,7.0,-4.6,1.0,0.153,0.0047,1.42e-05,0.0745,0.741
66.0,pop,indie poptimism,0.709,0.496,1.0,-10.528,0.0,0.0417,0.581,0.195,0.151,0.469
68.0,pop,indie poptimism,0.635,0.537,6.0,-10.45,0.0,0.0536,0.014,3.72e-05,0.103,0.885
56.0,pop,indie poptimism,0.824,0.75,10.0,-7.646,0.0,0.0477,0.177,0.0356,0.0705,0.705
57.0,pop,indie poptimism,0.67,0.139,1.0,-11.068,1.0,0.0725,0.928,0.949,0.0947,0.658
54.0,pop,indie poptimism,0.681,0.407,5.0,-12.366,0.0,0.0297,0.512,0.00753,0.111,0.294
52.0,pop,indie poptimism,0.505,0.674,2.0,-3.918,1.0,0.0304,0.103,0.0,0.723,0.332
59.0,pop,indie poptimism,0.582,0.938,1.0,-5.73,0.0,0.0392,0.000744,0.0206,0.0841,0.794
50.0,pop,indie poptimism,0.39,0.618,2.0,-8.14,1.0,0.0409,0.0914,0.0594,0.0835,0.115
26.0,pop,indie poptimism,0.799,0.58,0.0,-8.152,0.0,0.0891,0.47,0.000183,0.154,0.601
65.0,pop,indie poptimism,0.583,0.677,4.0,-10.21,0.0,0.439,0.47,0.193,0.43,0.495
74.0,pop,indie poptimism,0.577,0.756,2.0,-5.82,1.0,0.115,0.159,0.000232,0.249,0.663
47.0,pop,indie poptimism,0.763,0.327,9.0,-7.563,1.0,0.031,0.364,0.866,0.124,0.556
46.0,pop,indie poptimism,0.818,0.562,10.0,-7.779,0.0,0.0356,0.0987,0.813,0.355,0.57
54.0,pop,indie poptimism,0.847,0.552,10.0,-8.85,0.0,0.433,0.53,0.000235,0.15,0.337
56.0,pop,indie poptimism,0.693,0.695,5.0,-8.435,1.0,0.0446,0.192,0.000925,0.489,0.553
56.0,pop,indie poptimism,0.774,0.673,5.0,-6.473,0.0,0.035,0.22,0.583,0.0973,0.917
37.0,pop,indie poptimism,0.81,0.818,8.0,-9.599,0.0,0.0511,0.343,0.0548,0.113,0.887
45.0,pop,indie poptimism,0.57,0.293,0.0,-13.768,1.0,0.0293,0.237,0.00112,0.132,0.104
46.0,pop,indie poptimism,0.684,0.58,1.0,-9.947,1.0,0.148,0.000479,0.000216,0.113,0.212
41.0,pop,indie poptimism,0.566,0.675,9.0,-8.063,1.0,0.0305,0.000603,0.0134,0.0757,0.385
46.0,pop,indie poptimism,0.849,0.49,11.0,-9.558,1.0,0.0445,0.0256,0.00059,0.738,0.503
46.0,pop,indie poptimism,0.809,0.459,0.0,-8.454,1.0,0.126,0.338,0.0,0.354,0.213
42.0,pop,indie poptimism,0.562,0.693,0.0,-8.183,1.0,0.0383,0.427,0.0,0.142,0.678
44.0,pop,indie poptimism,0.573,0.865,9.0,-7.289,1.0,0.0397,0.000376,0.627,0.534,0.96
44.0,pop,indie poptimism,0.868,0.493,1.0,-10.155,0.0,0.0695,0.0876,0.000618,0.0541,0.652
43.0,pop,indie poptimism,0.566,0.737,0.0,-6.86,1.0,0.0339,0.157,0.762,0.208,0.138
44.0,pop,indie poptimism,0.626,0.469,7.0,-11.565,1.0,0.049,0.775,0.000156,0.11,0.333
43.0,pop,indie poptimism,0.565,0.786,2.0,-3.485,0.0,0.252,0.26,4.16e-06,0.366,0.516
45.0,pop,indie poptimism,0.545,0.635,5.0,-6.57,1.0,0.0354,0.019,6.97e-05,0.0995,0.349
42.0,pop,indie poptimism,0.795,0.83,6.0,-5.491,1.0,0.0343,0.13,5.34e-05,0.0806,0.824
44.0,pop,indie poptimism,0.421,0.157,0.0,-10.413,1.0,0.0362,0.448,0.0,0.149,0.217
40.0,pop,indie poptimism,0.553,0.578,11.0,-7.745,0.0,0.304,0.0363,0.0,0.4,0.417
43.0,pop,indie poptimism,0.494,0.216,6.0,-11.701,1.0,0.0342,0.816,0.00103,0.102,0.254
43.0,pop,indie poptimism,0.71,0.596,1.0,-7.454,0.0,0.0328,0.126,0.126,0.138,0.593
43.0,pop,indie poptimism,0.743,0.63,7.0,-5.665,1.0,0.0529,0.0187,0.818,0.14,0.159
37.0,pop,indie poptimism,0.652,0.456,11.0,-12.988,1.0,0.0354,0.562,9.38e-05,0.12,0.124
40.0,pop,indie poptimism,0.786,0.288,4.0,-16.449,1.0,0.104,0.587,0.0,0.524,0.392
41.0,pop,indie poptimism,0.686,0.66,11.0,-8.458,1.0,0.0322,0.405,0.0892,0.108,0.322
38.0,pop,indie poptimism,0.633,0.212,3.0,-12.092,1.0,0.0327,0.825,0.0264,0.106,0.0454
45.0,pop,indie poptimism,0.492,0.656,3.0,-8.495,0.0,0.0373,0.204,0.0928,0.114,0.487
38.0,pop,indie poptimism,0.701,0.83,0.0,-4.843,1.0,0.0329,0.107,0.000191,0.652,0.881
40.0,pop,indie poptimism,0.399,0.482,9.0,-7.74,0.0,0.278,0.423,0.0,0.192,0.068
38.0,pop,indie poptimism,0.608,0.623,9.0,-7.84,1.0,0.146,0.0851,0.0,0.0888,0.671
40.0,pop,indie poptimism,0.585,0.29,7.0,-14.767,1.0,0.143,0.556,1.17e-05,0.308,0.305
38.0,pop,indie poptimism,0.792,0.798,1.0,-5.146,1.0,0.0544,0.0486,0.000166,0.0815,0.722
40.0,pop,indie poptimism,0.713,0.275,5.0,-10.296,0.0,0.0312,0.0414,8.61e-05,0.193,0.511
38.0,pop,indie poptimism,0.732,0.947,5.0,-3.334,0.0,0.141,0.187,0.000612,0.105,0.572
33.0,pop,indie poptimism,0.666,0.445,9.0,-6.66,0.0,0.0367,0.149,1.51e-06,0.0939,0.293
40.0,pop,indie poptimism,0.63,0.37,1.0,-16.921,0.0,0.0642,0.721,0.722,0.203,0.158
33.0,pop,indie poptimism,0.326,0.396,4.0,-8.936,1.0,0.0324,0.862,8.99e-05,0.109,0.0614
38.0,pop,indie poptimism,0.703,0.687,8.0,-8.334,1.0,0.12,0.265,1.15e-06,0.306,0.557
32.0,pop,indie poptimism,0.544,0.679,7.0,-8.695,1.0,0.0791,0.229,0.000169,0.508,0.416
41.0,pop,indie poptimism,0.731,0.53,1.0,-7.498,1.0,0.29,0.0433,0.0,0.192,0.587
40.0,pop,indie poptimism,0.828,0.677,1.0,-7.266,0.0,0.0467,0.32,0.0,0.384,0.867
36.0,pop,indie poptimism,0.629,0.603,1.0,-10.903,1.0,0.0444,0.0132,0.000115,0.0765,0.396
36.0,pop,indie poptimism,0.855,0.698,7.0,-6.987,1.0,0.285,0.177,0.0,0.442,0.54
38.0,pop,indie poptimism,0.708,0.667,2.0,-7.328,1.0,0.0587,0.512,0.0,0.137,0.525
34.0,pop,indie poptimism,0.573,0.406,10.0,-8.788,1.0,0.0446,0.527,0.0,0.117,0.213
36.0,pop,indie poptimism,0.811,0.383,1.0,-9.621,1.0,0.126,0.603,1.13e-06,0.173,0.424
39.0,pop,indie poptimism,0.491,0.673,4.0,-10.568,0.0,0.0287,0.186,0.0,0.369,0.681
35.0,pop,indie poptimism,0.512,0.328,7.0,-11.939,1.0,0.0338,0.867,0.0208,0.143,0.0729
39.0,pop,indie poptimism,0.791,0.554,2.0,-9.998,0.0,0.0399,0.322,1.5e-05,0.0784,0.649
36.0,pop,indie poptimism,0.801,0.765,2.0,-5.386,1.0,0.0359,0.0262,0.0336,0.207,0.338
34.0,pop,indie poptimism,0.502,0.501,5.0,-9.42,1.0,0.0343,0.342,7.29e-06,0.115,0.685
35.0,pop,indie poptimism,0.676,0.745,11.0,-6.049,0.0,0.0378,0.0711,0.00375,0.0869,0.613
38.0,pop,indie poptimism,0.455,0.51,1.0,-10.02,1.0,0.0488,0.523,0.0761,0.0826,0.0368
34.0,pop,indie poptimism,0.87,0.38,4.0,-10.061,0.0,0.0511,0.0912,0.00266,0.173,0.73
36.0,pop,indie poptimism,0.445,0.28,2.0,-8.487,0.0,0.0313,0.609,0.0,0.149,0.0659
37.0,pop,indie poptimism,0.782,0.322,8.0,-12.371,1.0,0.0443,0.673,0.00014,0.0806,0.359
48.0,pop,indie poptimism,0.693,0.572,8.0,-8.89,1.0,0.0746,0.127,0.953,0.102,0.732
44.0,pop,indie poptimism,0.73,0.493,7.0,-7.656,1.0,0.0419,0.201,7.11e-05,0.0562,0.374
34.0,pop,indie poptimism,0.622,0.616,0.0,-8.314,1.0,0.0385,0.282,0.669,0.215,0.392
32.0,pop,indie poptimism,0.869,0.706,9.0,-6.795,0.0,0.0903,0.135,2.12e-05,0.0534,0.564
34.0,pop,indie poptimism,0.628,0.832,6.0,-2.914,0.0,0.0514,0.0178,0.0,0.135,0.389
35.0,pop,indie poptimism,0.463,0.468,10.0,-13.548,1.0,0.0471,0.0361,3.08e-06,0.132,0.216
31.0,pop,indie poptimism,0.36,0.221,2.0,-12.601,0.0,0.0345,0.798,3.73e-06,0.143,0.294
35.0,pop,indie poptimism,0.857,0.757,6.0,-4.739,1.0,0.0503,0.159,0.00765,0.0977,0.374
34.0,pop,indie poptimism,0.38,0.333,9.0,-10.511,0.0,0.0354,0.709,0.000766,0.365,0.0377
42.0,pop,indie poptimism,0.213,0.693,5.0,-4.868,1.0,0.0492,0.615,0.000108,0.192,0.134
41.0,pop,indie poptimism,0.466,0.74,10.0,-9.027,1.0,0.0593,0.0357,0.00249,0.111,0.0887
33.0,pop,indie poptimism,0.568,0.365,10.0,-8.463,0.0,0.0345,0.804,0.0,0.127,0.288
35.0,pop,indie poptimism,0.61,0.438,0.0,-6.166,1.0,0.0274,0.713,2.35e-05,0.111,0.141
33.0,pop,indie poptimism,0.83,0.349,0.0,-14.625,1.0,0.0559,0.108,0.803,0.0961,0.327
30.0,pop,indie poptimism,0.604,0.482,7.0,-11.862,1.0,0.0247,0.782,0.883,0.121,0.217
27.0,pop,indie poptimism,0.619,0.65,6.0,-8.56,0.0,0.0489,0.102,0.000248,0.143,0.391
39.0,pop,indie poptimism,0.736,0.826,9.0,-4.886,0.0,0.0849,0.000337,0.00744,0.0441,0.864
32.0,pop,indie poptimism,0.653,0.411,7.0,-8.913,0.0,0.12,0.427,0.0,0.108,0.127
45.0,pop,indie poptimism,0.741,0.699,9.0,-6.718,1.0,0.0746,0.305,0.0,0.3,0.728
39.0,pop,indie poptimism,0.776,0.461,1.0,-9.774,1.0,0.115,0.01,5.28e-05,0.408,0.717
31.0,pop,indie poptimism,0.599,0.55,5.0,-7.271,1.0,0.0324,0.354,5.96e-05,0.149,0.385
37.0,pop,indie poptimism,0.814,0.382,4.0,-8.75,0.0,0.282,0.556,0.0395,0.1,0.278
36.0,pop,indie poptimism,0.668,0.632,8.0,-5.879,0.0,0.0523,0.0728,0.00032,0.39,0.448
28.0,pop,indie poptimism,0.581,0.272,10.0,-8.511,0.0,0.0418,0.883,0.0,0.0745,0.545
27.0,pop,indie poptimism,0.784,0.324,4.0,-9.001,1.0,0.0356,0.885,0.0,0.101,0.65
33.0,pop,indie poptimism,0.813,0.683,9.0,-3.394,0.0,0.0393,0.621,1.48e-05,0.0909,0.72
34.0,pop,indie poptimism,0.837,0.61,0.0,-6.497,1.0,0.146,0.304,8.3e-06,0.0785,0.842
32.0,pop,indie poptimism,0.774,0.58,4.0,-8.278,0.0,0.0282,0.758,4.76e-05,0.126,0.788
35.0,pop,indie poptimism,0.889,0.416,0.0,-9.546,1.0,0.0443,0.606,6.97e-06,0.143,0.452
32.0,pop,indie poptimism,0.551,0.304,1.0,-11.5,0.0,0.0637,0.612,0.0,0.228,0.115
21.0,pop,indie poptimism,0.672,0.678,7.0,-6.759,1.0,0.145,0.0981,0.0,0.185,0.309
31.0,pop,indie poptimism,0.647,0.613,5.0,-8.241,0.0,0.0441,0.0106,7.97e-05,0.648,0.27
32.0,pop,indie poptimism,0.459,0.238,9.0,-8.049,1.0,0.034,0.89,0.0,0.0948,0.163
26.0,pop,indie poptimism,0.542,0.169,0.0,-13.416,1.0,0.0586,0.78,0.0,0.11,0.411
34.0,pop,indie poptimism,0.599,0.636,0.0,-5.944,1.0,0.0584,0.0762,0.0,0.295,0.531
21.0,pop,indie poptimism,0.806,0.353,0.0,-12.134,1.0,0.0366,0.845,0.000193,0.137,0.0391
40.0,pop,indie poptimism,0.679,0.507,3.0,-6.215,1.0,0.0302,0.735,0.0,0.114,0.4
22.0,pop,indie poptimism,0.625,0.542,11.0,-11.242,0.0,0.0656,0.172,0.373,0.104,0.346
14.0,pop,indie poptimism,0.885,0.862,1.0,-4.548,1.0,0.0472,0.026,0.00477,0.0947,0.709
18.0,pop,indie poptimism,0.276,0.499,1.0,-6.017,1.0,0.0315,0.842,0.311,0.194,0.0438
28.0,pop,indie poptimism,0.545,0.359,11.0,-11.6,0.0,0.0297,0.692,3.47e-06,0.114,0.32
32.0,pop,indie poptimism,0.535,0.866,10.0,-6.434,0.0,0.0556,0.0156,0.835,0.115,0.0359
37.0,pop,indie poptimism,0.3,0.36,1.0,-9.111,1.0,0.0319,0.455,0.000145,0.194,0.145
29.0,pop,indie poptimism,0.319,0.536,0.0,-5.857,1.0,0.0478,0.376,0.269,0.408,0.223
20.0,pop,indie poptimism,0.712,0.16,0.0,-16.395,0.0,0.159,0.93,2.05e-05,0.0742,0.413
21.0,pop,indie poptimism,0.663,0.237,10.0,-15.844,0.0,0.0506,0.892,0.304,0.0788,0.236
29.0,pop,indie poptimism,0.745,0.299,6.0,-7.64,1.0,0.0354,0.674,2.23e-06,0.291,0.306
32.0,pop,indie poptimism,0.762,0.53,9.0,-7.163,0.0,0.0501,0.348,2.4e-05,0.0985,0.323
67.0,pop,indie poptimism,0.729,0.57,10.0,-7.047,1.0,0.0554,0.388,0.0,0.111,0.687
69.0,pop,indie poptimism,0.595,0.687,4.0,-6.536,1.0,0.0486,0.216,0.0,0.107,0.508
66.0,pop,indie poptimism,0.529,0.579,9.0,-6.94,1.0,0.0518,0.0198,3.18e-06,0.103,0.46
66.0,pop,indie poptimism,0.671,0.763,8.0,-5.877,1.0,0.305,0.607,2.16e-05,0.495,0.469
64.0,pop,indie poptimism,0.714,0.663,8.0,-5.799,1.0,0.0694,0.145,0.0,0.264,0.64
69.0,pop,indie poptimism,0.691,0.538,0.0,-9.952,1.0,0.103,0.246,0.163,0.178,0.329
65.0,pop,indie poptimism,0.652,0.833,10.0,-4.898,1.0,0.0392,0.00191,0.000536,0.122,0.231
66.0,pop,indie poptimism,0.85,0.551,0.0,-7.197,1.0,0.0572,0.0559,0.0,0.161,0.634
64.0,pop,indie poptimism,0.506,0.744,9.0,-3.605,1.0,0.042,0.0463,6.62e-06,0.52,0.396
60.0,pop,indie poptimism,0.754,0.824,5.0,-2.453,0.0,0.039,0.0506,7.92e-06,0.108,0.613
63.0,pop,indie poptimism,0.591,0.743,0.0,-4.245,0.0,0.0456,0.0435,0.000731,0.362,0.251
65.0,pop,indie poptimism,0.244,0.645,5.0,-5.863,1.0,0.0456,0.00178,0.00574,0.301,0.529
65.0,pop,indie poptimism,0.574,0.651,7.0,-7.585,1.0,0.046,0.346,0.0,0.149,0.368
65.0,pop,indie poptimism,0.394,0.505,7.0,-7.638,1.0,0.0473,0.312,0.0,0.268,0.255
59.0,pop,indie poptimism,0.715,0.363,8.0,-8.265,1.0,0.0433,0.0348,0.0,0.0637,0.347
61.0,pop,indie poptimism,0.786,0.384,5.0,-8.655,1.0,0.0651,0.072,0.00115,0.0484,0.77
63.0,pop,indie poptimism,0.606,0.775,0.0,-6.038,0.0,0.04,0.0086,0.498,0.305,0.508
52.0,pop,indie poptimism,0.694,0.556,5.0,-6.763,1.0,0.14,0.501,0.0,0.103,0.547
67.0,pop,indie poptimism,0.843,0.797,11.0,-4.597,0.0,0.0419,0.202,0.000117,0.0822,0.613
54.0,pop,indie poptimism,0.663,0.563,6.0,-8.072,1.0,0.309,0.483,0.0,0.0825,0.551
65.0,pop,indie poptimism,0.63,0.561,0.0,-4.906,1.0,0.0369,0.0977,0.00023,0.058,0.492
56.0,pop,indie poptimism,0.284,0.609,3.0,-6.033,1.0,0.123,0.0438,0.0,0.177,0.521
61.0,pop,indie poptimism,0.466,0.781,1.0,-6.76,1.0,0.0567,0.000483,0.000141,0.0713,0.383
59.0,pop,indie poptimism,0.519,0.742,3.0,-3.554,1.0,0.061,0.315,8.42e-05,0.0836,0.246
63.0,pop,indie poptimism,0.746,0.55,2.0,-9.68,1.0,0.0598,0.0311,0.0,0.126,0.522
65.0,pop,indie poptimism,0.667,0.302,4.0,-11.633,0.0,0.0377,0.198,1.18e-05,0.101,0.239
60.0,pop,indie poptimism,0.766,0.394,0.0,-7.451,1.0,0.0637,0.0582,0.00523,0.279,0.816
66.0,pop,indie poptimism,0.828,0.349,6.0,-9.96,0.0,0.17,0.647,1.57e-05,0.105,0.282
55.0,pop,indie poptimism,0.818,0.445,5.0,-7.467,0.0,0.23,0.718,3.88e-05,0.108,0.423
57.0,pop,indie poptimism,0.794,0.644,5.0,-5.522,1.0,0.0355,0.134,5.18e-05,0.182,0.788
63.0,pop,indie poptimism,0.571,0.752,3.0,-4.872,1.0,0.0293,0.0196,6.92e-05,0.114,0.25
57.0,pop,indie poptimism,0.626,0.475,8.0,-8.086,1.0,0.0666,0.124,0.0,0.092,0.424
68.0,pop,indie poptimism,0.711,0.412,9.0,-6.827,1.0,0.0445,0.184,0.0,0.0546,0.186
64.0,pop,indie poptimism,0.757,0.614,4.0,-6.828,1.0,0.126,0.472,0.0,0.161,0.616
46.0,pop,indie poptimism,0.53,0.411,2.0,-6.422,1.0,0.0328,0.589,0.0,0.106,0.193
55.0,pop,indie poptimism,0.832,0.738,0.0,-4.417,1.0,0.0783,0.258,1.49e-05,0.22,0.49
53.0,pop,indie poptimism,0.588,0.666,2.0,-6.467,0.0,0.039,0.0905,0.0,0.0667,0.439
48.0,pop,indie poptimism,0.631,0.6,2.0,-7.912,1.0,0.0589,0.167,6.3e-05,0.101,0.525
57.0,pop,indie poptimism,0.621,0.762,5.0,-6.376,1.0,0.0328,0.106,2.71e-06,0.302,0.395
61.0,pop,indie poptimism,0.537,0.347,4.0,-10.245,1.0,0.0303,0.444,0.00343,0.111,0.0968
61.0,pop,indie poptimism,0.447,0.247,3.0,-10.479,0.0,0.0327,0.791,3.85e-05,0.298,0.291
54.0,pop,indie poptimism,0.594,0.804,7.0,-3.311,1.0,0.0378,0.221,0.0,0.12,0.326
56.0,pop,indie poptimism,0.446,0.456,6.0,-7.338,1.0,0.054,0.595,0.0,0.0752,0.27
67.0,pop,indie poptimism,0.646,0.485,0.0,-6.647,1.0,0.0829,0.501,0.0,0.121,0.408
48.0,pop,indie poptimism,0.31,0.741,6.0,-5.137,1.0,0.0366,0.000406,9.75e-05,0.107,0.289
64.0,pop,indie poptimism,0.784,0.692,5.0,-5.634,1.0,0.0338,0.23,1.14e-06,0.325,0.962
59.0,pop,indie poptimism,0.595,0.575,9.0,-7.214,1.0,0.0342,0.000651,0.00108,0.11,0.354
58.0,pop,indie poptimism,0.715,0.96,10.0,-5.091,1.0,0.0526,0.156,0.00331,0.0583,0.809
59.0,pop,indie poptimism,0.695,0.715,6.0,-6.675,0.0,0.0528,0.0568,0.000221,0.0992,0.891
67.0,pop,indie poptimism,0.74,0.415,0.0,-8.914,1.0,0.0707,0.242,0.000156,0.319,0.156
61.0,pop,indie poptimism,0.583,0.778,5.0,-4.766,1.0,0.0403,0.000276,0.0,0.621,0.446
70.0,pop,indie poptimism,0.653,0.565,1.0,-6.636,1.0,0.0354,0.00561,3.02e-05,0.145,0.165
61.0,pop,indie poptimism,0.573,0.873,0.0,-3.838,1.0,0.0297,0.000431,0.0,0.403,0.842
54.0,pop,indie poptimism,0.683,0.682,4.0,-5.911,0.0,0.0323,0.0361,1.47e-05,0.159,0.506
52.0,pop,indie poptimism,0.702,0.658,1.0,-5.522,1.0,0.0262,0.00844,8.11e-06,0.232,0.773
53.0,pop,indie poptimism,0.572,0.406,10.0,-8.624,1.0,0.0427,0.587,4.48e-06,0.102,0.265
68.0,pop,indie poptimism,0.81,0.305,8.0,-6.165,0.0,0.0902,0.28,0.000116,0.203,0.732
56.0,pop,indie poptimism,0.797,0.93,11.0,-3.37,0.0,0.0455,0.0636,0.000123,0.951,0.907
52.0,pop,indie poptimism,0.756,0.675,7.0,-6.479,1.0,0.0755,0.00767,0.000909,0.0535,0.34
62.0,pop,indie poptimism,0.577,0.627,1.0,-5.553,0.0,0.0533,0.0491,1.24e-06,0.0766,0.446
59.0,pop,indie poptimism,0.793,0.755,4.0,-4.561,0.0,0.0737,0.077,0.000271,0.0868,0.664
58.0,pop,indie poptimism,0.415,0.334,7.0,-9.412,1.0,0.045,0.65,0.00088,0.131,0.359
57.0,pop,indie poptimism,0.745,0.664,1.0,-4.28,1.0,0.0613,0.498,8.15e-06,0.0777,0.468
60.0,pop,indie poptimism,0.623,0.751,8.0,-3.176,1.0,0.235,0.324,3.31e-06,0.158,0.59
54.0,pop,indie poptimism,0.702,0.603,7.0,-6.833,0.0,0.0598,0.168,0.0,0.213,0.717
53.0,pop,indie poptimism,0.46,0.945,10.0,-4.483,1.0,0.176,0.00509,7.79e-05,0.145,0.397
55.0,pop,indie poptimism,0.535,0.724,7.0,-5.192,1.0,0.191,0.102,0.000121,0.207,0.501
62.0,pop,indie poptimism,0.551,0.742,8.0,-5.216,1.0,0.0724,0.0624,0.000221,0.0673,0.614
55.0,pop,indie poptimism,0.716,0.727,10.0,-6.734,1.0,0.296,0.0264,0.0,0.0717,0.597
61.0,pop,indie poptimism,0.726,0.727,9.0,-4.919,1.0,0.0969,0.363,0.0,0.231,0.815
69.0,pop,indie poptimism,0.936,0.353,11.0,-12.17,1.0,0.0458,0.691,2.73e-05,0.133,0.863
68.0,pop,indie poptimism,0.451,0.0873,3.0,-16.815,1.0,0.063,0.907,2.46e-06,0.354,0.456
49.0,pop,indie poptimism,0.597,0.721,5.0,-6.559,1.0,0.0346,0.25,0.105,0.426,0.419
60.0,pop,indie poptimism,0.465,0.522,7.0,-9.953,1.0,0.0636,0.599,1.46e-05,0.0756,0.0907
60.0,pop,indie poptimism,0.497,0.701,7.0,-6.834,1.0,0.119,0.000568,0.000287,0.352,0.18
68.0,pop,indie poptimism,0.909,0.392,6.0,-6.221,0.0,0.0652,0.278,1.77e-06,0.106,0.61
57.0,pop,indie poptimism,0.781,0.366,2.0,-10.324,1.0,0.0401,0.679,0.582,0.11,0.793
50.0,pop,indie poptimism,0.377,0.566,11.0,-6.173,1.0,0.044,0.134,0.0,0.135,0.222
57.0,pop,indie poptimism,0.782,0.438,4.0,-9.443,1.0,0.0312,0.45,3.69e-06,0.168,0.561
54.0,pop,indie poptimism,0.758,0.519,0.0,-5.832,0.0,0.0362,0.116,0.0,0.183,0.417
57.0,pop,indie poptimism,0.362,0.684,2.0,-5.174,0.0,0.0854,0.279,1.08e-05,0.165,0.389
61.0,pop,indie poptimism,0.555,0.62,9.0,-5.822,0.0,0.118,0.0891,0.00306,0.107,0.371
51.0,pop,indie poptimism,0.729,0.625,3.0,-6.878,1.0,0.115,0.0535,0.0,0.395,0.667
63.0,pop,indie poptimism,0.712,0.46,0.0,-9.6,1.0,0.201,0.66,6.42e-06,0.101,0.123
54.0,pop,indie poptimism,0.533,0.5,7.0,-8.273,1.0,0.0481,0.772,0.0,0.112,0.14
65.0,pop,indie poptimism,0.609,0.726,1.0,-3.947,0.0,0.108,0.00252,0.0,0.0745,0.616
61.0,pop,indie poptimism,0.575,0.679,1.0,-4.442,1.0,0.0432,0.547,0.0,0.34,0.204
60.0,pop,indie poptimism,0.53,0.444,0.0,-9.779,0.0,0.0338,0.669,0.0,0.142,0.165
57.0,pop,indie poptimism,0.498,0.798,3.0,-4.637,1.0,0.0902,0.0992,3.47e-06,0.119,0.369
57.0,pop,indie poptimism,0.441,0.66,5.0,-3.335,1.0,0.0508,0.0265,0.0,0.351,0.765
34.0,pop,indie poptimism,0.72,0.802,4.0,-5.799,0.0,0.0672,0.0319,0.0,0.0625,0.661
48.0,pop,indie poptimism,0.736,0.446,11.0,-9.437,1.0,0.0571,0.886,0.0137,0.075,0.231
